sentiment,full_text,cleaning,case_folding,tokenize,stopword_removal,stemming
1,@syekh_kyai_lmao Ente ga liat apa senjata itu dipindahkan pake mobil? Emang mobil ga pake listrik. Kalo ga ada listrik maunya dorong apa narik pake kuda/kebo? Pas perpindahan diserang pake kuda dan panah juga keok...,Ente ga liat apa senjata itu dipindahkan pake mobil Emang mobil ga pake listrik Kalo ga ada listrik maunya dorong apa narik pake kudakebo Pas perpindahan diserang pake kuda dan panah juga keok,ente ga liat apa senjata itu dipindahkan pake mobil emang mobil ga pake listrik kalo ga ada listrik maunya dorong apa narik pake kudakebo pas perpindahan diserang pake kuda dan panah juga keok,"['ente', 'ga', 'liat', 'apa', 'senjata', 'itu', 'dipindahkan', 'pake', 'mobil', 'emang', 'mobil', 'ga', 'pake', 'listrik', 'kalo', 'ga', 'ada', 'listrik', 'maunya', 'dorong', 'apa', 'narik', 'pake', 'kudakebo', 'pas', 'perpindahan', 'diserang', 'pake', 'kuda', 'dan', 'panah', 'juga', 'keok']","['ente', 'senjata', 'dipindahkan', 'maunya', 'dorong', 'narik', 'kudakebo', 'perpindahan', 'diserang', 'kuda', 'panah', 'keok']",ente senjata pindah mau dorong narik kudakebo pindah serang kuda panah keok
1,@Kopipait__78 Mobil tenaga listrik apa hebat nya? Masih kalah dgn mobil ESEMKA yg pakai tenaga dalam /ghaib. Melaju di jalan gak kelihatan. Tahu² sdh sampe istana,Mobil tenaga listrik apa hebat nya Masih kalah dgn mobil ESEMKA yg pakai tenaga dalam ghaib Melaju di jalan gak kelihatan Tahu sdh sampe istana,mobil tenaga listrik apa hebat nya masih kalah dgn mobil esemka yg pakai tenaga dalam ghaib melaju di jalan gak kelihatan tahu sdh sampe istana,"['mobil', 'tenaga', 'listrik', 'apa', 'hebat', 'nya', 'masih', 'kalah', 'dgn', 'mobil', 'esemka', 'yg', 'pakai', 'tenaga', 'dalam', 'ghaib', 'melaju', 'di', 'jalan', 'gak', 'kelihatan', 'tahu', 'sdh', 'sampe', 'istana']","['tenaga', 'hebat', 'tenaga', 'ghaib', 'melaju', 'istana']",tenaga hebat tenaga ghaib laju istana
0,@pln_123 min ini daerah tajurhalang bogor kapan mau nyala listrik nya? Dari tadi dijalan cuma liat mobil pln bulak balik tp gada penanganan pdhl mati dari pagi tadi sampe mau jam 2 siang gn blm nyala giliran soal penagihan aja cepet bgt. Aneh,min ini daerah tajurhalang bogor kapan mau nyala listrik nya Dari tadi dijalan cuma liat mobil pln bulak balik tp gada penanganan pdhl mati dari pagi tadi sampe mau jam  siang gn blm nyala giliran soal penagihan aja cepet bgt Aneh,min ini daerah tajurhalang bogor kapan mau nyala listrik nya dari tadi dijalan cuma liat mobil pln bulak balik tp gada penanganan pdhl mati dari pagi tadi sampe mau jam  siang gn blm nyala giliran soal penagihan aja cepet bgt aneh,"['min', 'ini', 'daerah', 'tajurhalang', 'bogor', 'kapan', 'mau', 'nyala', 'listrik', 'nya', 'dari', 'tadi', 'dijalan', 'cuma', 'liat', 'mobil', 'pln', 'bulak', 'balik', 'tp', 'gada', 'penanganan', 'pdhl', 'mati', 'dari', 'pagi', 'tadi', 'sampe', 'mau', 'jam', 'siang', 'gn', 'blm', 'nyala', 'giliran', 'soal', 'penagihan', 'aja', 'cepet', 'bgt', 'aneh']","['min', 'tajurhalang', 'bogor', 'dijalan', 'pln', 'bulak', 'penanganan', 'pdhl', 'mati', 'pagi', 'jam', 'siang', 'gn', 'giliran', 'penagihan', 'cepet', 'aneh']",min tajurhalang bogor jalan pln bulak tangan pdhl mati pagi jam siang gn gilir tagih cepet aneh
0,@Kopipait__78 Uji emisi. Memangnya pakai bensin Parah Indonesia Kebangetan bodohnya Malah sekarang mobil listrik dari cina banyak masuk di indonesia,Uji emisi Memangnya pakai bensin Parah Indonesia Kebangetan bodohnya Malah sekarang mobil listrik dari cina banyak masuk di indonesia,uji emisi memangnya pakai bensin parah indonesia kebangetan bodohnya malah sekarang mobil listrik dari cina banyak masuk di indonesia,"['uji', 'emisi', 'memangnya', 'pakai', 'bensin', 'parah', 'indonesia', 'kebangetan', 'bodohnya', 'malah', 'sekarang', 'mobil', 'listrik', 'dari', 'cina', 'banyak', 'masuk', 'di', 'indonesia']","['uji', 'emisi', 'memangnya', 'parah', 'kebangetan', 'bodohnya', 'cina']",uji emisi memang parah banget bodoh cina
0,@QR_GGS Tuh yg mbagain mobil listrik apalagi buatan negeri Cino bakalan belum 5 thn sdh bobrok ato ambrol. Ha ha ha,Tuh yg mbagain mobil listrik apalagi buatan negeri Cino bakalan belum  thn sdh bobrok ato ambrol Ha ha ha,tuh yg mbagain mobil listrik apalagi buatan negeri cino bakalan belum  thn sdh bobrok ato ambrol ha ha ha,"['tuh', 'yg', 'mbagain', 'mobil', 'listrik', 'apalagi', 'buatan', 'negeri', 'cino', 'bakalan', 'belum', 'thn', 'sdh', 'bobrok', 'ato', 'ambrol', 'ha', 'ha', 'ha']","['mbagain', 'buatan', 'cino', 'thn', 'bobrok', 'ato', 'ambrol', 'ha', 'ha', 'ha']",mbagain buat cino thn bobrok ato ambrol ha ha ha
1,@Kopipait__78 Di narasinya kok ada gak lulus uji emisi ? Kan mobil listrik katanya.,Di narasinya kok ada gak lulus uji emisi  Kan mobil listrik katanya,di narasinya kok ada gak lulus uji emisi  kan mobil listrik katanya,"['di', 'narasinya', 'kok', 'ada', 'gak', 'lulus', 'uji', 'emisi', 'kan', 'mobil', 'listrik', 'katanya']","['narasinya', 'lulus', 'uji', 'emisi']",narasi lulus uji emisi
1,@muchlis_ar Teknologi remaking berkembang seperti halnya Mobil kayanya Mobil sekarang saat stater harus injak rem tapi di spd motor jg sama orang banyak mengira Mobil sama klu fungsinya sama tapi tekn.beda jgn sampai punya Mobil listrik nanya suaranya ngak ada? dan msh ke SPBU. OK.,Teknologi remaking berkembang seperti halnya Mobil kayanya Mobil sekarang saat stater harus injak rem tapi di spd motor jg sama orang banyak mengira Mobil sama klu fungsinya sama tapi teknbeda jgn sampai punya Mobil listrik nanya suaranya ngak ada dan msh ke SPBU OK,teknologi remaking berkembang seperti halnya mobil kayanya mobil sekarang saat stater harus injak rem tapi di spd motor jg sama orang banyak mengira mobil sama klu fungsinya sama tapi teknbeda jgn sampai punya mobil listrik nanya suaranya ngak ada dan msh ke spbu ok,"['teknologi', 'remaking', 'berkembang', 'seperti', 'halnya', 'mobil', 'kayanya', 'mobil', 'sekarang', 'saat', 'stater', 'harus', 'injak', 'rem', 'tapi', 'di', 'spd', 'motor', 'jg', 'sama', 'orang', 'banyak', 'mengira', 'mobil', 'sama', 'klu', 'fungsinya', 'sama', 'tapi', 'teknbeda', 'jgn', 'sampai', 'punya', 'mobil', 'listrik', 'nanya', 'suaranya', 'ngak', 'ada', 'dan', 'msh', 'ke', 'spbu', 'ok']","['teknologi', 'remaking', 'berkembang', 'halnya', 'stater', 'injak', 'rem', 'spd', 'klu', 'fungsinya', 'teknbeda', 'nanya', 'suaranya', 'msh', 'spbu', 'ok']",teknologi remaking kembang hal stater injak rem spd klu fungsi teknbeda nanya suara msh spbu ok
1,@RikeSants Alhamdulilah aliran sungai lancar dri hulu sampai hilir dg program naturalisasinya untung besar dri balap mobil listrik jalan rapih tanpa lubang rakyat dki ump bsa cicil rumah 0% terbaik dri yg trbaik pokoknya,Alhamdulilah aliran sungai lancar dri hulu sampai hilir dg program naturalisasinya untung besar dri balap mobil listrik jalan rapih tanpa lubang rakyat dki ump bsa cicil rumah  terbaik dri yg trbaik pokoknya,alhamdulilah aliran sungai lancar dri hulu sampai hilir dg program naturalisasinya untung besar dri balap mobil listrik jalan rapih tanpa lubang rakyat dki ump bsa cicil rumah  terbaik dri yg trbaik pokoknya,"['alhamdulilah', 'aliran', 'sungai', 'lancar', 'dri', 'hulu', 'sampai', 'hilir', 'dg', 'program', 'naturalisasinya', 'untung', 'besar', 'dri', 'balap', 'mobil', 'listrik', 'jalan', 'rapih', 'tanpa', 'lubang', 'rakyat', 'dki', 'ump', 'bsa', 'cicil', 'rumah', 'terbaik', 'dri', 'yg', 'trbaik', 'pokoknya']","['alhamdulilah', 'aliran', 'sungai', 'lancar', 'dri', 'hulu', 'hilir', 'naturalisasinya', 'untung', 'dri', 'balap', 'rapih', 'lubang', 'dki', 'ump', 'bsa', 'cicil', 'terbaik', 'dri', 'trbaik', 'pokoknya']",alhamdulilah alir sungai lancar dri hulu hilir naturalisasi untung dri balap rapih lubang dki ump bsa cicil baik dri trbaik pokok
1,@shitlicious gua udh pernah bilang sekali polusi jkt tuh karna pltu di banten. mau semua mobil beralih ke ev sekalipun langit jkt bakal ttp abu2 kalo ngechargenya masih pake listrik dari pltu,gua udh pernah bilang sekali polusi jkt tuh karna pltu di banten mau semua mobil beralih ke ev sekalipun langit jkt bakal ttp abu kalo ngechargenya masih pake listrik dari pltu,gua udh pernah bilang sekali polusi jkt tuh karna pltu di banten mau semua mobil beralih ke ev sekalipun langit jkt bakal ttp abu kalo ngechargenya masih pake listrik dari pltu,"['gua', 'udh', 'pernah', 'bilang', 'sekali', 'polusi', 'jkt', 'tuh', 'karna', 'pltu', 'di', 'banten', 'mau', 'semua', 'mobil', 'beralih', 'ke', 'ev', 'sekalipun', 'langit', 'jkt', 'bakal', 'ttp', 'abu', 'kalo', 'ngechargenya', 'masih', 'pake', 'listrik', 'dari', 'pltu']","['polusi', 'jkt', 'pltu', 'banten', 'beralih', 'langit', 'jkt', 'ttp', 'abu', 'ngechargenya', 'pltu']",polusi jkt pltu banten alih langit jkt ttp abu ngechargenya pltu
1,membayangkan bawa mobil listrik di merak kemarin wkwk,membayangkan bawa mobil listrik di merak kemarin wkwk,membayangkan bawa mobil listrik di merak kemarin wkwk,"['membayangkan', 'bawa', 'mobil', 'listrik', 'di', 'merak', 'kemarin', 'wkwk']","['membayangkan', 'bawa', 'merak']",bayang bawa merak
1,Dirut PLN Lakukan Inspeksi SPKLU Jalur Mudik Pastikan 1.299 Unit Se-Indonesia Siaga Layani Pengguna Mobil Listrik - #Nasional,Dirut PLN Lakukan Inspeksi SPKLU Jalur Mudik Pastikan  Unit SeIndonesia Siaga Layani Pengguna Mobil Listrik  Nasional,dirut pln lakukan inspeksi spklu jalur mudik pastikan  unit seindonesia siaga layani pengguna mobil listrik  nasional,"['dirut', 'pln', 'lakukan', 'inspeksi', 'spklu', 'jalur', 'mudik', 'pastikan', 'unit', 'seindonesia', 'siaga', 'layani', 'pengguna', 'mobil', 'listrik', 'nasional']","['dirut', 'pln', 'lakukan', 'inspeksi', 'spklu', 'jalur', 'mudik', 'pastikan', 'unit', 'seindonesia', 'siaga', 'layani', 'pengguna', 'nasional']",dirut pln laku inspeksi spklu jalur mudik pasti unit indonesia siaga layan guna nasional
0,Jalan TOL udah mulai banyak tp tetep macet. Dan akan terus macet karena Toyota Honda Mutsubishi Mazda Wuling Hyundai dll tetep jualan di negeri ini. Belum lagi gerakan mobil listrik.,Jalan TOL udah mulai banyak tp tetep macet Dan akan terus macet karena Toyota Honda Mutsubishi Mazda Wuling Hyundai dll tetep jualan di negeri ini Belum lagi gerakan mobil listrik,jalan tol udah mulai banyak tp tetep macet dan akan terus macet karena toyota honda mutsubishi mazda wuling hyundai dll tetep jualan di negeri ini belum lagi gerakan mobil listrik,"['jalan', 'tol', 'udah', 'mulai', 'banyak', 'tp', 'tetep', 'macet', 'dan', 'akan', 'terus', 'macet', 'karena', 'toyota', 'honda', 'mutsubishi', 'mazda', 'wuling', 'hyundai', 'dll', 'tetep', 'jualan', 'di', 'negeri', 'ini', 'belum', 'lagi', 'gerakan', 'mobil', 'listrik']","['tol', 'macet', 'macet', 'honda', 'mutsubishi', 'mazda', 'jualan', 'gerakan']",tol macet macet honda mutsubishi mazda jual gera
0,lah lu yang hitungannya masih dibawah udah sok²an mau nyaingin emak gue di rumah naikin token listrik eh lu malah bandingin ama token listrik di rumah lu. selama mobil lu bukan nissan gtr dan lu gak tinggal di pik pls jangan belagu kayak orang kaya,lah lu yang hitungannya masih dibawah udah sokan mau nyaingin emak gue di rumah naikin token listrik eh lu malah bandingin ama token listrik di rumah lu selama mobil lu bukan nissan gtr dan lu gak tinggal di pik pls jangan belagu kayak orang kaya,lah lu yang hitungannya masih dibawah udah sokan mau nyaingin emak gue di rumah naikin token listrik eh lu malah bandingin ama token listrik di rumah lu selama mobil lu bukan nissan gtr dan lu gak tinggal di pik pls jangan belagu kayak orang kaya,"['lah', 'lu', 'yang', 'hitungannya', 'masih', 'dibawah', 'udah', 'sokan', 'mau', 'nyaingin', 'emak', 'gue', 'di', 'rumah', 'naikin', 'token', 'listrik', 'eh', 'lu', 'malah', 'bandingin', 'ama', 'token', 'listrik', 'di', 'rumah', 'lu', 'selama', 'mobil', 'lu', 'bukan', 'nissan', 'gtr', 'dan', 'lu', 'gak', 'tinggal', 'di', 'pik', 'pls', 'jangan', 'belagu', 'kayak', 'orang', 'kaya']","['hitungannya', 'dibawah', 'sokan', 'nyaingin', 'emak', 'naikin', 'token', 'bandingin', 'token', 'nissan', 'gtr', 'pik', 'pls', 'belagu']",hitung bawah sok nyaingin emak naikin token bandingin token nissan gtr pik pls belagu
0,Bayangin u pake mobil 25 tahun carbon offset nya udah negatif dibanding beli mobil listrik baru,Bayangin u pake mobil  tahun carbon offset nya udah negatif dibanding beli mobil listrik baru,bayangin u pake mobil  tahun carbon offset nya udah negatif dibanding beli mobil listrik baru,"['bayangin', 'u', 'pake', 'mobil', 'tahun', 'carbon', 'offset', 'nya', 'udah', 'negatif', 'dibanding', 'beli', 'mobil', 'listrik', 'baru']","['u', 'carbon', 'offset', 'negatif', 'dibanding']",u carbon offset negatif banding
1,@hourlyima @RadicuIatus Katanya bakalan ada mobil terbang tiang listrik bs diajak bicara dan bisa kerja di atas pohon kok kak. .,Katanya bakalan ada mobil terbang tiang listrik bs diajak bicara dan bisa kerja di atas pohon kok kak,katanya bakalan ada mobil terbang tiang listrik bs diajak bicara dan bisa kerja di atas pohon kok kak,"['katanya', 'bakalan', 'ada', 'mobil', 'terbang', 'tiang', 'listrik', 'bs', 'diajak', 'bicara', 'dan', 'bisa', 'kerja', 'di', 'atas', 'pohon', 'kok', 'kak']","['diajak', 'bicara', 'pohon']",ajak bicara pohon
1,DO YOU KNOW : Arista Group di Indonesia menjadi rekanan perusahaan mobil listrik asal China seperti BYD dan Cherry. Analys : sepertinya Arista Group akan mengikuti gaya perusahaan Astra Group yang menjadi rekanan perusahaan mobil Jepang.,DO YOU KNOW  Arista Group di Indonesia menjadi rekanan perusahaan mobil listrik asal China seperti BYD dan Cherry Analys  sepertinya Arista Group akan mengikuti gaya perusahaan Astra Group yang menjadi rekanan perusahaan mobil Jepang,do you know  arista group di indonesia menjadi rekanan perusahaan mobil listrik asal china seperti byd dan cherry analys  sepertinya arista group akan mengikuti gaya perusahaan astra group yang menjadi rekanan perusahaan mobil jepang,"['do', 'you', 'know', 'arista', 'group', 'di', 'indonesia', 'menjadi', 'rekanan', 'perusahaan', 'mobil', 'listrik', 'asal', 'china', 'seperti', 'byd', 'dan', 'cherry', 'analys', 'sepertinya', 'arista', 'group', 'akan', 'mengikuti', 'gaya', 'perusahaan', 'astra', 'group', 'yang', 'menjadi', 'rekanan', 'perusahaan', 'mobil', 'jepang']","['do', 'you', 'know', 'arista', 'group', 'rekanan', 'perusahaan', 'cherry', 'analys', 'arista', 'group', 'mengikuti', 'gaya', 'perusahaan', 'astra', 'group', 'rekanan', 'perusahaan']",do you know arista group rekan usaha cherry analys arista group ikut gaya usaha astra group rekan usaha
1,@txtdrjkt Bang @pandji gimana nih? Katanya polusi jekardah dari PLTU? mobil listrik bukan solusi kah bang?,Bang  gimana nih Katanya polusi jekardah dari PLTU mobil listrik bukan solusi kah bang,bang  gimana nih katanya polusi jekardah dari pltu mobil listrik bukan solusi kah bang,"['bang', 'gimana', 'nih', 'katanya', 'polusi', 'jekardah', 'dari', 'pltu', 'mobil', 'listrik', 'bukan', 'solusi', 'kah', 'bang']","['polusi', 'jekardah', 'pltu', 'solusi']",polusi jekardah pltu solusi
1,@hanindah23 Dia mikirnya mobil lu listrik kali,Dia mikirnya mobil lu listrik kali,dia mikirnya mobil lu listrik kali,"['dia', 'mikirnya', 'mobil', 'lu', 'listrik', 'kali']",['mikirnya'],mikirnya
2,@Dennysiregar7 Karena industri China pada pindah ke vietnam yang upah tenakernya murah dan penurut kak dampak boikot Amerika terhadap label China (efek perang dagang). Kemungkinan teknologi juga akan ditrasfer ke sana juga (mobil listrik contohnya),Karena industri China pada pindah ke vietnam yang upah tenakernya murah dan penurut kak dampak boikot Amerika terhadap label China efek perang dagang Kemungkinan teknologi juga akan ditrasfer ke sana juga mobil listrik contohnya,karena industri china pada pindah ke vietnam yang upah tenakernya murah dan penurut kak dampak boikot amerika terhadap label china efek perang dagang kemungkinan teknologi juga akan ditrasfer ke sana juga mobil listrik contohnya,"['karena', 'industri', 'china', 'pada', 'pindah', 'ke', 'vietnam', 'yang', 'upah', 'tenakernya', 'murah', 'dan', 'penurut', 'kak', 'dampak', 'boikot', 'amerika', 'terhadap', 'label', 'china', 'efek', 'perang', 'dagang', 'kemungkinan', 'teknologi', 'juga', 'akan', 'ditrasfer', 'ke', 'sana', 'juga', 'mobil', 'listrik', 'contohnya']","['industri', 'pindah', 'upah', 'tenakernya', 'murah', 'penurut', 'dampak', 'boikot', 'label', 'efek', 'perang', 'dagang', 'teknologi', 'ditrasfer', 'contohnya']",industri pindah upah tenakernya murah turut dampak boikot label efek perang dagang teknologi ditrasfer contoh
0,hujan hujan kekgini mobil mogok diplosok mati listrik pula,hujan hujan kekgini mobil mogok diplosok mati listrik pula,hujan hujan kekgini mobil mogok diplosok mati listrik pula,"['hujan', 'hujan', 'kekgini', 'mobil', 'mogok', 'diplosok', 'mati', 'listrik', 'pula']","['hujan', 'hujan', 'kekgini', 'mogok', 'diplosok', 'mati']",hujan hujan kekgini mogok diplosok mati
2,@ElaineCelestia Jadi ini alasan beliau beli mobil listrik.... hemat bensin njir wkwkwkk,Jadi ini alasan beliau beli mobil listrik hemat bensin njir wkwkwkk,jadi ini alasan beliau beli mobil listrik hemat bensin njir wkwkwkk,"['jadi', 'ini', 'alasan', 'beliau', 'beli', 'mobil', 'listrik', 'hemat', 'bensin', 'njir', 'wkwkwkk']","['alasan', 'beliau', 'hemat', 'njir', 'wkwkwkk']",alas beliau hemat njir wkwkwkk
2,kagak pernah minat/paham mobil sebelumnya tapi kalau liat ada mobil listrik mungil lewat warna pastel dalam hati selalu bilang lucu banget dah,kagak pernah minatpaham mobil sebelumnya tapi kalau liat ada mobil listrik mungil lewat warna pastel dalam hati selalu bilang lucu banget dah,kagak pernah minatpaham mobil sebelumnya tapi kalau liat ada mobil listrik mungil lewat warna pastel dalam hati selalu bilang lucu banget dah,"['kagak', 'pernah', 'minatpaham', 'mobil', 'sebelumnya', 'tapi', 'kalau', 'liat', 'ada', 'mobil', 'listrik', 'mungil', 'lewat', 'warna', 'pastel', 'dalam', 'hati', 'selalu', 'bilang', 'lucu', 'banget', 'dah']","['kagak', 'minatpaham', 'mungil', 'warna', 'pastel', 'hati', 'lucu']",kagak minatpaham mungil warna pastel hati lucu
0,@Belok_dong @aniesbaswedan Hoax bangat nih akun orang jelas² mobil dinas pak Anies itu inova bukan land cruiser atau mobil listrik ... Hardehh,Hoax bangat nih akun orang jelas mobil dinas pak Anies itu inova bukan land cruiser atau mobil listrik  Hardehh,hoax bangat nih akun orang jelas mobil dinas pak anies itu inova bukan land cruiser atau mobil listrik  hardehh,"['hoax', 'bangat', 'nih', 'akun', 'orang', 'jelas', 'mobil', 'dinas', 'pak', 'anies', 'itu', 'inova', 'bukan', 'land', 'cruiser', 'atau', 'mobil', 'listrik', 'hardehh']","['hoax', 'bangat', 'akun', 'dinas', 'inova', 'land', 'cruiser', 'hardehh']",hoax bangat akun dinas inova land cruiser hardehh
1,@sprckledust ak sukaa sih hrv cuma kedean gasih buat ak wkwkwk kalo mobil listrik mending apa,ak sukaa sih hrv cuma kedean gasih buat ak wkwkwk kalo mobil listrik mending apa,ak sukaa sih hrv cuma kedean gasih buat ak wkwkwk kalo mobil listrik mending apa,"['ak', 'sukaa', 'sih', 'hrv', 'cuma', 'kedean', 'gasih', 'buat', 'ak', 'wkwkwk', 'kalo', 'mobil', 'listrik', 'mending', 'apa']","['ak', 'sukaa', 'hrv', 'kedean', 'gasih', 'ak']",ak sukaa hrv kedean gasih ak
2,Yang mo mudik pake mobil listrik dah bisa tenang nih banyak SPKLU di rest Area sambil istirahat tiba² batre penuh ntaps deh #MudikAsyikPLN,Yang mo mudik pake mobil listrik dah bisa tenang nih banyak SPKLU di rest Area sambil istirahat tiba batre penuh ntaps deh MudikAsyikPLN,yang mo mudik pake mobil listrik dah bisa tenang nih banyak spklu di rest area sambil istirahat tiba batre penuh ntaps deh mudikasyikpln,"['yang', 'mo', 'mudik', 'pake', 'mobil', 'listrik', 'dah', 'bisa', 'tenang', 'nih', 'banyak', 'spklu', 'di', 'rest', 'area', 'sambil', 'istirahat', 'tiba', 'batre', 'penuh', 'ntaps', 'deh', 'mudikasyikpln']","['mo', 'mudik', 'tenang', 'spklu', 'rest', 'area', 'istirahat', 'batre', 'penuh', 'ntaps', 'mudikasyikpln']",mo mudik tenang spklu rest area istirahat batre penuh ntaps mudikasyikpln
1,@Louis_chantika Lagi bayangin yg pake mobil en motor listrik,Lagi bayangin yg pake mobil en motor listrik,lagi bayangin yg pake mobil en motor listrik,"['lagi', 'bayangin', 'yg', 'pake', 'mobil', 'en', 'motor', 'listrik']",['en'],en
1,Tunda #Tesla murah #Musk fokus ke robotaxi. Persaingan harga mobil listrik murahdengan produsen seperti #Ford dan #BYD buat target penjualan listrik AS untuk 2030 terancam. Dibalik itu $TSLA berpotensi naik 18 9% ke $196 14. #PluangDailyNews #KabarPluang #Pluang,Tunda Tesla murah Musk fokus ke robotaxi Persaingan harga mobil listrik murahdengan produsen seperti Ford dan BYD buat target penjualan listrik AS untuk  terancam Dibalik itu TSLA berpotensi naik   ke   PluangDailyNews KabarPluang Pluang,tunda tesla murah musk fokus ke robotaxi persaingan harga mobil listrik murahdengan produsen seperti ford dan byd buat target penjualan listrik as untuk  terancam dibalik itu tsla berpotensi naik   ke   pluangdailynews kabarpluang pluang,"['tunda', 'tesla', 'murah', 'musk', 'fokus', 'ke', 'robotaxi', 'persaingan', 'harga', 'mobil', 'listrik', 'murahdengan', 'produsen', 'seperti', 'ford', 'dan', 'byd', 'buat', 'target', 'penjualan', 'listrik', 'as', 'untuk', 'terancam', 'dibalik', 'itu', 'tsla', 'berpotensi', 'naik', 'ke', 'pluangdailynews', 'kabarpluang', 'pluang']","['tunda', 'murah', 'musk', 'fokus', 'robotaxi', 'persaingan', 'murahdengan', 'produsen', 'ford', 'target', 'penjualan', 'as', 'terancam', 'dibalik', 'tsla', 'berpotensi', 'pluangdailynews', 'kabarpluang', 'pluang']",tunda murah musk fokus robotaxi saing murahdengan produsen ford target jual as ancam balik tsla potensi pluangdailynews kabarpluang pluang
2,@cheolier hmmm kalo budget oke sih kata aku invest di mobil listrik ajahhh KRN WONG BENSIN SKRG MAKIN NAIK YAK agak mending listrik (eventhough ada pros and cons nya) TP FOR LONGTERM dari sisi uang bisa menghemat bgtz,hmmm kalo budget oke sih kata aku invest di mobil listrik ajahhh KRN WONG BENSIN SKRG MAKIN NAIK YAK agak mending listrik eventhough ada pros and cons nya TP FOR LONGTERM dari sisi uang bisa menghemat bgtz,hmmm kalo budget oke sih kata aku invest di mobil listrik ajahhh krn wong bensin skrg makin naik yak agak mending listrik eventhough ada pros and cons nya tp for longterm dari sisi uang bisa menghemat bgtz,"['hmmm', 'kalo', 'budget', 'oke', 'sih', 'kata', 'aku', 'invest', 'di', 'mobil', 'listrik', 'ajahhh', 'krn', 'wong', 'bensin', 'skrg', 'makin', 'naik', 'yak', 'agak', 'mending', 'listrik', 'eventhough', 'ada', 'pros', 'and', 'cons', 'nya', 'tp', 'for', 'longterm', 'dari', 'sisi', 'uang', 'bisa', 'menghemat', 'bgtz']","['hmmm', 'budget', 'oke', 'invest', 'ajahhh', 'eventhough', 'pros', 'and', 'cons', 'for', 'longterm', 'sisi', 'uang', 'menghemat', 'bgtz']",hmmm budget oke invest ajahhh eventhough pros and cons for longterm sisi uang hemat bgtz
1,@SelebtwitMobil ngapain bayangin mobil listrik mah buat city car wkwkwk,ngapain bayangin mobil listrik mah buat city car wkwkwk,ngapain bayangin mobil listrik mah buat city car wkwkwk,"['ngapain', 'bayangin', 'mobil', 'listrik', 'mah', 'buat', 'city', 'car', 'wkwkwk']","['city', 'car']",city car
2,@mazda_real Kalau aku kok mulai tertarik mobil listrik ya ril. Soalnya kita kaya akan batubara dan masih import bbm.,Kalau aku kok mulai tertarik mobil listrik ya ril Soalnya kita kaya akan batubara dan masih import bbm,kalau aku kok mulai tertarik mobil listrik ya ril soalnya kita kaya akan batubara dan masih import bbm,"['kalau', 'aku', 'kok', 'mulai', 'tertarik', 'mobil', 'listrik', 'ya', 'ril', 'soalnya', 'kita', 'kaya', 'akan', 'batubara', 'dan', 'masih', 'import', 'bbm']","['tertarik', 'ril', 'batubara', 'import']",tarik ril batubara import
2,Industri mobil listrik sekarang tidak hanya tentang mekanikal dan elektrikal saja. Tetap segi mekanikal dan elektrikal berperan besar dalam menciptakan minat konsumen terkait NVH &amp; performa. Namun fitur lain dengan basis AI menjadi segmen persaingan baru di industri ini.,Industri mobil listrik sekarang tidak hanya tentang mekanikal dan elektrikal saja Tetap segi mekanikal dan elektrikal berperan besar dalam menciptakan minat konsumen terkait NVH amp performa Namun fitur lain dengan basis AI menjadi segmen persaingan baru di industri ini,industri mobil listrik sekarang tidak hanya tentang mekanikal dan elektrikal saja tetap segi mekanikal dan elektrikal berperan besar dalam menciptakan minat konsumen terkait nvh amp performa namun fitur lain dengan basis ai menjadi segmen persaingan baru di industri ini,"['industri', 'mobil', 'listrik', 'sekarang', 'tidak', 'hanya', 'tentang', 'mekanikal', 'dan', 'elektrikal', 'saja', 'tetap', 'segi', 'mekanikal', 'dan', 'elektrikal', 'berperan', 'besar', 'dalam', 'menciptakan', 'minat', 'konsumen', 'terkait', 'nvh', 'amp', 'performa', 'namun', 'fitur', 'lain', 'dengan', 'basis', 'ai', 'menjadi', 'segmen', 'persaingan', 'baru', 'di', 'industri', 'ini']","['industri', 'mekanikal', 'elektrikal', 'segi', 'mekanikal', 'elektrikal', 'berperan', 'menciptakan', 'minat', 'konsumen', 'terkait', 'nvh', 'performa', 'fitur', 'basis', 'segmen', 'persaingan', 'industri']",industri mekanikal elektrikal segi mekanikal elektrikal peran cipta minat konsumen kait nvh performa fitur basis segmen saing industri
